,name,roaster,descriptor,price,weight,weight in g,weight in oz,location,roasternotes,blend_single,roastlevel,classification,flavornotes,extra
276,La Colina Guatemala,Madcap,"Vibrant to the point of electrifying! Clean and crisp, with so-bright-you're-gonna-need-shades berry acidity. As the cup cools, we're finding notes of honeysuckle and granny smith apple in an exceptionally clean body.",18.0,12.0,340.1942774959533,12.0,"Grand Rapids, MI","This coffee explodes on the palate with clean, bright berry acidity and opens up with layers of apple, flowers, and citrus.",Single Origins,Light-Medium Roast,Sweet & Tart,none,"['Process', 'Washed', 'Sub Region', 'San Martín Jilotepeque, Chimaltenango', 'Producer', 'Antonio Medina', 'Varietal', 'Bourbon and Caturra', 'Elevation', '1700 - 1700']"
277,Ethiopia Gera Limmu,Temple,"Delicate and sweet, with an airy orangey acidity that works perfectly with its notes of jasmine and marzipan sweetness.",17.5,12.0,340.1942774959533,12.0,"Sacramento, CA","This coffee comes to us from Gera Farm, an estate that stretches over vast highland areas in western Ethiopia. We are continually amazed by the farm's commitment to sustainability and employee well-being. The farm has placed a large focus on employee working conditions and provides housing, education, and healthcare programs for all of their employees free of charge. Gera Farm's investment pays off big with this world-class coffee. Enjoy!",Single Origins,Light-Medium Roast,Sweet & Tart,none,"['Process', 'Washed', 'Sub Region', 'Oromia', 'Producer', 'Omer Ali', 'Varietal', 'Mixed Heirloom', 'Elevation', '1800']"
278,Colombia Las Brisas,Huckleberry,"This lush, full-bodied coffee evokes a slice of cherry pie: deep, ripe red fruit acidity with a brown sugary sweetness that lingers.",18.0,12.0,340.1942774959533,12.0,"Denver, CO","Huckleberry has been roasting Las Brisas for 4 years, and we're stoked to partner with ASOQUEBRADON for the long haul. This group of growers in Rioblanco, Tolima, consistently produces juicy, dynamic, and delicious coffees that combine bright fruit flavors with caramel-like sweetness.",Single Origins,Medium Roast,Citrusy & Tart,"Acid forward with hints of Roastiness, Ripe Fruit and Citrus","['Process', 'Washed', 'Sub Region', 'Rioblanco, Tolima', 'Producer', 'ASOQUEBRADON Growers Association', 'Varietal', 'Caturra, Bourbon, Typica, Castillo, Colombia', 'Elevation', '1500 - 1900']"
279,Tikur Anbessa Organic Ethiopia,Intelligentsia,An aroma like clementines and hibiscus draws us right in to this cup of sunshine - orange marmalade sweetness invites us to stay for another round.,24.0,12.0,340.1942774959533,12.0,"Chicago, IL","The 2018 edition of Tikur Anbessa, named for Ethiopia's Black Lion, is roaring good, with sugary sweetness, juicy citrus acidity and complex floral notes. Seville Orange | Sugarcane | Hibiscus",Single Origins,Light-Medium Roast,Chocolaty & Sweet,A classic expression of Ethiopia with hints of Citrus and Brown Sugar,"['Process', 'Washed', 'Sub Region', 'Benti Nenqa and Buku, Guji Zone', 'Producer', 'Smallholders and METAD', 'Harvest Time', 'December 2016 - January 2017', 'Varietal', 'Ethiopian heirlooms']"
280,"Colombia, El Meridiano, Tolima",Sightglass,"Sweet and juicy, with mouth-watering peachy notes and a drying white grape juice acidity.",19.5,12.0,340.1942774959533,12.0,"San Francisco, CA","ASOCEAS, Asociación de Productores de Café Especial del Alto Saldana, is a group of about 50 small producers in the growing region of Tolima, Colombia. Throughout the year this coffee dances around clean and round flavors of stonefruits, grapes, and sugary caramel notes. This region is close to the equator and diverse in it’s microclimates, so there is a continual harvest happening almost year round guaranteeing fresh flavors and character in every sip.",Single Origins,Light Roast,Chocolaty & Sweet,A classic expression of Colombia with hints of Ripe Fruit and Ripe Fruit,"['Process', 'Washed', 'Sub Region', 'Tolima', 'Varietal', 'Caturra, Typica, Colombia', 'Elevation', '1500 - 1900']"
281,Decaf Ethiopia Kercha,Kuma,"Decaf can be a tough one to nail down, but this Kercha is an all-around winner. If you're looking for big fruit flavor without the added caffeine - right this way, please!",19.0,12.0,340.1942774959533,12.0,"Seattle, WA","Strawberries, sweetness, this is the kind of coffee you can bring home to meet your parents. Brought to you by the fine folks at Swiss Water Process and packaged in Grain Pro for extended enjoyment. We are proud to offer one of the finest decaf programs in the Pacific Northwest... the US....the World!",Single Origins,Medium Roast,Funky & Fruity,none,"['Process', 'Natural/Dry Processed', 'Sub Region', 'Guji Kercha', 'Producer', 'Small producers', 'Harvest Time', 'January 2018', 'Varietal', 'Heriloom', 'Elevation', '1900 - 2100']"
282,Kenya Kiganjo,Elm,"Sweet, bright, and crisp as a fresh-picked Granny Smith apple, with delicate notes of honeysuckle to bring even more finesse to this lovely cup.",21.0,12.0,340.1942774959533,12.0,"Seattle, WA","Kiganjo is a factory of the Thirirka Farmers Cooperative, founded in Kiambu County, Kenya. We love this coffee for its distinctive flavors: apple, blueberry, lime, almost-Ethiopian floral aromatics. Very clean, crisp and refreshing.",Single Origins,Light-Medium Roast,Citrusy & Tart,"Acid forward with hints of Tropical Fruit, Florals and Berry Fruit","['Process', 'Washed', 'Sub Region', 'Kiambu', 'Harvest Time', 'Spring 2018', 'Varietal', 'SL-28, 34, Ruiri.', 'Elevation', '1750']"
283,"Kolla Bolcha, Ethiopia",Ritual,"Subtly earthy and sweet, with a soft papaya-like acidity. This one delivers lovely citrusy notes with a delicate hand.",22.0,12.0,340.1942774959533,12.0,"San Francisco, CA","The coﬀee is washed and graded through the use of channels that separate the coﬀee by density. To ﬁnish the drying process, the coﬀee is moved into the sunlight for 1-2 weeks until the moisture stabilizes and the coﬀee is ready to mill and export. Extreme care is taken at every step of the process.",Single Origins,Medium Roast,Subtle & Delicate,"Complex with notes of Earthiness, Tropical Fruit and Citrus","['Process', 'Washed', 'Sub Region', 'Jimma', 'Producer', 'Kata Muduga Union Cooperative Farmers', 'Harvest Time', 'Winter 2017-2018']"
284,Guatemala Finca Palestina Natural,Airship,"So super lush, sweet and fruity, with a lingering sweet-clean finish. This one reminds us of strawberry cotton candy.",13.0,8.0,226.79618499730222,8.0,"Bentonville, AR","Another complete stunner from our friend Joel at Finca Palestina. This is one of our Farm Direct coffees, sourced directly on our annual trip down to Guatemala to visit our friends in the Acatenango Valley. We were more than happy to find this natural-processed bourbon variety in Joel's lineup. It's bright red fruit character rivals the sweetness of an Ethiopian natural, but with all the texture of a coffee from Guatemala.",Single Origins,Light-Medium Roast,Fruity & Crisp,"Packed with bold notes of Berry Fruit, Sweet Vanilla and Berry Fruit","['Process', 'Natural/Dry Processed', 'Sub Region', 'Acatenango', 'Producer', 'Joel Perez', 'Harvest Time', '2018', 'Elevation', '1500']"
285,Ethiopia Yabitu Koba,Ruby,"Juicy and sweet, with a soft peachy acidity and a lovely honey sweetness that lingers.",18.5,12.0,340.1942774959533,12.0,"Nelsonville, WI","Managed by Feku Jebril, the Hana Asrat Washing Station in the Yabitu Koba village specializes in washed coffees — after 24-48 hours in the fermentation tanks, this coffee was soaked for 4 hours to stabilize moisture content and water activity before dried on raised beds. This is absolutely one of our favorite coffees; it has a jammy lushness and taste notes of peach cobbler, honey, lots of florals. It is simultaneously crisp and refined and soft and juicy.",Single Origins,Light-Medium Roast,Sweet & Tart,none,"['Process', 'Washed', 'Sub Region', 'Guji Uraga', 'Producer', 'Hana Asrat washing station, managed by Feku Jebril', 'Elevation', '2160']"
286,1950,Verve,"This one’s a throwback to coffee’s globetrotting heritage, combining the sweet and spice of the traders who sailed the world in search of a killer cup.",16.5,12.0,340.1942774959533,12.0,"Santa Cruz, CA","Routinely ranked as a staff favorite, The 1950 blend pays homage to coffee’s journey around the globe and the spice traders who transported it. Profiled to highlight its dense, candy-like sweetness and complex spice profile; the 1950 blend performs in both filter and espresso methods, with or without the accompaniment of milk.",Blends,Light-Medium Roast,Balanced & Fruity,"Hints of Spice, Citrus and Sweet Vanilla","['Process', 'Washed', 'Sub Region', 'Lima, Yirgacheffe', 'Elevation', '2000']"
287,Streetlevel,Verve,This dynamic blend takes Verve’s roaster ethos to the streets with an accessible espresso-citrus balance that feels essentially democratic (coffee for all).,16.0,12.0,340.1942774959533,12.0,"Santa Cruz, CA","Crafted to serve as the backbone for our milk drink offerings, Streetlevel Espresso is quintessentially sweet, combining balanced notes of ripe stone fruits and zesty citrus with a syrupy sweetness. Look for a hint of citrus as espresso and a touch more roast development as brewed coffee.",Blends,Medium Roast,Syrupy & Smooth,none,"['Process', 'Washed', 'Sub Region', 'Alotenango, Chimaltenango', 'Harvest Time', 'November-February', 'Elevation', '1500']"
288,Onyx Blend,Klatch,"Word on the street: This specialty blend named for the roaster’s address is something of a force of nature. It’s milky, rich and just a little bit mysterious.",14.5,12.0,340.1942774959533,12.0,"Rancho Cucamonga, CA","Our newest specialty blend named after the street of our new roastery, the Onyx Blend. We've crafted the blend to feature sweet notes of milk chocolate, almonds and a bright, tropical fruit finish. The blend is reminiscent of the mystical properties found within the onyx gemstone. An earth element, the onyx stone is known for promoting inner strength, focused attention, and strong will power...just like a cup of this perfectly balanced coffee.",Blends,Light-Medium Roast,Balanced & Fruity,"Hints of Milk Chocolate, Nut and Tropical Fruit","['Process', 'Washed', 'Varietal', 'Various']"
289,"Daterra, Brazil",Passenger,"Here’s one coffee grown to pay attention to details. Its farm is designated the most sustainable in Brazil, with innovative methods that make a unique cup.",15.0,10.0,283.4952312466278,10.0,"Lancaster, PA","A farm like no other, Daterra is at once massive in scope and yet scrupulous in detail. Named the most sustainable farm in Brazil, this massive estate focuses on a triple bottom line: People, Planet, Profit. We are presenting this as a foundational offering. This coffee will be held in deep freeze storage in its green, unroasted state and we will attempt to have it available year-round.",Single Origins,Light-Medium Roast,Fruity & Crisp,"Packed with bold notes of Milk Chocolate, Brown Sugar and Ripe Fruit","['Process', 'Pulped Natural', 'Sub Region', 'Cerrado', 'Producer', 'Luis Norberto Pascoal', 'Harvest Time', 'July-September', 'Varietal', 'Bourbon', 'Elevation', '1200 - 1200']"
290,Los Sueños Decaf,Passenger,"A clean coffee that stands up strong to its caffeinated counterparts. Delicious and sweet, and one to keep.",14.0,10.0,283.4952312466278,10.0,"Lancaster, PA","Selected by our green buying team in Acevedo, Colombia, this lot was then sent to a decaffeination plant in Colombia where it was processed using Ethyl Acetate derived from Colombian grown sugar cane. Fruited, clean, sweet—we think this is a truly delicious coffee.",Single Origins,Medium Roast,Sweet & Smooth,A traditional base with hints of Tropical Fruit and Sweet Vanilla,"['Process', 'Washed', 'Sub Region', 'Huila', 'Harvest Time', 'October-December', 'Varietal', 'Caturra, Colombia, Castillo', 'Elevation', '1500 - 1800']"
291,"Gatomboya, Kenya",Passenger,"Get your paradoxes in before 8 a.m., with this cup that proves elegance can be powerful, and coffee can be both balanced and extreme. A standout with restraint.",25.25,10.0,283.4952312466278,10.0,"Lancaster, PA","Many of our favorite coffees come from Kenya. The acidic loam soil, plant genetics and processing interact in unimaginable ways that create a cup at once balanced and extreme, elegant and powerful. A classic Nyeri profile, this lot from Gatomboya has heightened sweetness and acidity. The fruited qualities are reminiscent of fresh raspberry and blackcurrant (a tasting note fairly unique to Kenyan coffees), underpinned by a plush nougat-like quality.",Single Origins,Light Roast,Sweet & Tart,none,"['Process', 'Washed', 'Sub Region', 'Nyeri', 'Harvest Time', 'December-February', 'Varietal', 'SL28, SL34', 'Elevation', '1600 - 2800']"
292,"Buufata Konga, Ethiopia",Passenger,"Jasmine/coffee blossom aromatics are bolstered by complex citrus ranging from bergamot to meyer-lemon, supported by ripe stone fruit qualities and underpinned by a profound sweetness reminiscent of raw honey.",21.0,10.0,283.4952312466278,10.0,"Lancaster, PA","Buufata Konga comes to us through a private washing station in Yirga Cheffe, southern Ethiopia. Remarkably well processed, this coffee was too delicious to turn down when a sample came across our cupping table in early spring of 2017.",Single Origins,Light Roast,Citrusy & Tart,"Acid forward with hints of Citrus, Sweet Vanilla and Florals","['Process', 'Washed', 'Sub Region', 'Yirga Cheffe', 'Harvest Time', 'November-January, 2016-2017', 'Varietal', 'Heirloom Landraces', 'Elevation', '2000 - 2000']"
