,name,blend_single,classification,price,weight,weight in g,weight in oz,flavornotes,descriptor,roaster,location,roastlevel,roasternotes,process,sub region,harvest time,elevation,producer,varietal
294,Papua New Guinea,Single Origins,Funky & Fruity,15.95,12.0,340.1942774959533,12.0,none,"This silky blend makes a better cup while building better lives. Sustainably grown, it gives back—so sip confidently.",Groundwork,"Los Angeles, CA",Medium Roast,"Wau Co-Op is part of the Monpi Sustainable Services organization. Formed in December 2008, Monpi Sustainable Services contributes to sustainable livelihoods by providing training on the best agricultural, environmental, social and healthcare practices in its coffee-growing communities. In this way, Monpi contributes to improving the quality of life for its coffee producers.",Process Washed,,,,Producer Wau Co-Op,Varietal Typica Jamaica Blue Mountain
295,John Brown Signature Blend,Blends,Sweet & Smooth,16.5,12.0,340.1942774959533,12.0,A traditional base with hints of Milk Chocolate and Ripe Fruit,"If John Brown was on a dating app, everyone would swipe right. This coffee features a deep chocolate aroma with a velvety body. Absolute keeper.",PT's,"Topeka, KS",Medium Roast,This cup features a deep chocolate aroma and velvety body complimented by a juicy acidity. Dark chocolate is prominent in the cup with a syrupy black cherry sweetness and a pleasant finish of sweet tobacco.,Process Washed Natural/Dry Processed,,,,,
296,Kenya Nyeri Kiruga AA,Single Origins,Citrusy & Tart,16.5,12.0,340.1942774959533,12.0,"Acid forward with hints of Fresh Herb, Savoriness and Citrus","Earthy and full-bodied, brightened with notes of lemon and crisp green apple acidity. This is a smooth, well rounded coffee for the contemplative types.",Atomic,"Salem, MA",Light Roast,"A complex and very flavorful cup of coffee. This particular AA exhibits pronounced vegetal flavors layered with notes of lemon, green apple and hints of stonefruit. A very smooth cup with a full-body and rounded flavor profile.",Process Washed,Sub Region Othaya ,,Elevation 1600 - 1800,,Varietal SL28 SL34
297,Decaf Los Gigantes,Single Origins,Syrupy & Smooth,20.0,12.0,340.1942774959533,12.0,none,"Sugarcane processed for maximum sweetness, hold the calories. We're loving this as our afternoon cup - sweet and nutty, it reminds us of banana bread.",Ritual,"San Francisco, CA",Medium Roast,"At the Descafecol plant in Manizales, the caﬀeine is removed, as though by magic, using naturally occurring Ethyl Acetate derived from sugar cane. You’ll ﬁnd Ethyl Acetate in green coﬀee as well as various fruits, and it is the most common ester in wine. The resulting coﬀee is intensely sweet and fruited both in aroma and ﬂavor.",Process Washed,Sub Region Gigante Huila Department,Harvest Time Summer 2017,,Producer Desarrollo Producer Group,Varietal Caturra
298,Costa Rica Cerro La Cruz,Single Origins,Chocolaty & Sweet,18.0,12.0,340.1942774959533,12.0,A classic expression of Costa Rica with hints of Milk Chocolate and Sweet Vanilla,"Rich, smooth and hazelnutty, with soft red grape acidity. A super creamy mouthfeel gives this one a boosted coziness factor you'll love on a blustery morning.",Ruby,"Nelsonville, WI",Light-Medium Roast,"Cerro La Cruz is a new micro mill in the Tarrazú region and is owned by the Esquivel Bararantes family. We visited them in February 2017 as they were wrapping up their first season exclusively processing their own coffee and the results are outstanding. With their efficient setup, they are able to produce delightful limited releases that effectively capture the great quality potential of their coffee plants.",Process Washed,Sub Region Tarrazu,Harvest Time Nov-March 2018,Elevation 1600 - 1900,Producer Esquivel Bararantes,Varietal Caturra Red Catuai
299,Hambela Estate – Alaka,Single Origins,Fruity & Crisp,21.5,12.0,340.1942774959533,12.0,"Packed with bold notes of Berry Fruit, Sweet Vanilla and Milk Chocolate","With its jammy berry sweetness and smooth notes of milk chocolate, it's no wonder this one keeps winning awards.",Blueprint,"St. Louis, MO",Light-Medium Roast,"The Hambela Estate at Alaka is the first collection station and estate started by coffee visionaries Aman and Tariku Adinew. Their company, METAD, now operates six collection stations and two estates. Hambela Estate has had a home at Blueprint Coffee for the last four harvests. In January, we won a Good Food Award with last year's harvest. This year, we find familiar fruity qualities in the coffee. Expect berry and chocolate notes to jump out of the cup.",Process Natural/Dry Processed,Sub Region Hambela Guji,Harvest Time October 2017 – January 2018,Elevation 1900 - 2200,Producer Adinew,Varietal Heirloom
300,El Salvador,Single Origins,Bittersweet & Heavy,14.0,12.0,340.1942774959533,12.0,none,"Grown exclusively for Cuvée at the very top of a mountain, this coffee is cultivated and harvested with a love that shines in the cup. Also present: full body, earthy spices, notes of toasted nuts. (Formerly known as El Salvador Laguna Las Ranas.)",Cuvee,"Austin, TX",Light-Medium Roast,"This lot of direct trade coffee from the San Francisco Estate is an ongoing project between Cuvée Coffee and Jose Antonio Salaverria to methodically and sustainably increase quality at the farm level. Using coffee grown on only the top of the mountain known as Cerro Las Ranas, this higher elevation creates a denser coffee bean, allowing for a more consistent roast and a broader range of flavors.",Process Pulped Natural,Sub Region Juayua,,Elevation 1500 - 1750,Producer Jose Antonio Salaverria,Varietal Bourbon & Pacas
301,Jackie Oh Decaf,Blends,Comforting & Rich,16.2,12.0,340.1942774959533,12.0,Nostalgic with hints of Roastiness and Berry Fruit,"Notes of milk chocolate and berry candy make this one as refined as its namesake. If you're looking for a beautiful, elegant cup that won't keep you up at night, meet Jackie!",DOMA,"Post Falls, ID",Medium-Dark Roast,"Lemon aromas, flavors of dried fruit and spice, aftertastes of malt and chocolate, a balanced acidity, a silky body and a mild sweetness",Process Washed,Sub Region Chiapas,,,,Varietal Various
302,Cold Brew Blend,Blends,Balanced & Fruity,14.7,12.0,340.1942774959533,12.0,"Hints of Milk Chocolate, Brown Sugar and Berry Fruit","Smooth as silk when brewed slow like molasses, this cold brew blend is just as great hot - in fact, you'll get more berry juiciness out of a hot cup.",Irving Farm,"New York, NY",Light-Medium Roast,Our House Cold Brew Blend was inspired by our Blackstrap Espresso. It is a dynamic and complex cold brew with smooth molasses tones.,Process Washed,,,,,Varietal Blend
303,Decaf Highline,Blends,Sweet & Smooth,16.0,12.0,340.1942774959533,12.0,A traditional base with hints of Milk Chocolate and Spice,"Rich and full-bodied, with an aroma like freshly hewn cedar - this is a classic, earthy, spicy, chocolaty smooth cup for any time of day.",Irving Farm,"New York, NY",Medium-Dark Roast,This blend is our organic decaf offering. Coffees that have been gently decaffeinated using the Swiss Water Process are roasted to a medium profile to showcase expressive sweet and aromatic notes.,Process Washed,,,,,Varietal Blend
304,Fresh Crop Bright,Blends,Balanced & Fruity,17.0,12.0,340.1942774959533,12.0,"Hints of Citrus, Tropical Fruit and Florals","Here’s the bright side. This is everything we love about Ethopian coffee, in a cup: citrus acidity and earthiness. Hello, optimism.",Kuma,"Seattle, WA",Medium Roast,"Fresh Crop Bright is a blend of beautiful seasonally fresh Ethiopian coffees that highlight all the things we love about Ethiopian coffee such as citrus, tropical fruits, berries and floral notes.",Process Washed,,Harvest Time January 2017 Varietal Heirloom Elevation 1800,Elevation 1800,,Varietal HeirloomElevation 1800
305,Sugar Tooth,Blends,Balanced & Fruity,15.5,12.0,340.1942774959533,12.0,"Hints of Berry Fruit, Citrus and Milk Chocolate","Sweet, without the sugar. Treat, without the guilt. When your tooth craves anything but savory, reach for vibrant sweetness with a low-cal payoff.",Metric,"Chicago, IL",Light-Medium Roast,"The flavor profile of Sweet Tooth aims to pack all of the juicy, vibrant sweetness available to us in our seasonal single origin menu into one engaging cup. We explore how the natural deep sweetness of coffees form Burundi can inform and support the light, bright, fruity high notes of our favorite Rwandan offering, bringing you a highly refreshing, complex brew that embodies the best of both worlds.",Process Washed,,,,,
306,Blue Thunder,Blends,Roasty & Smoky,14.5,12.0,340.1942774959533,12.0,"Classic, nostalgic, comforting flavors",Coming in hot: A cup combining dark and smooth coffees for an explosive combination of smokey and sweet.,Klatch,"Rancho Cucamonga, CA",Dark Roast,"A rich, full-bodied cup with smoky and sweet tones, resulting from a combination of our French Roast cut with a full city roast Sumatra Blue Lintong. The Blue Thunder is perfect for those who love a dark but flavorful cup!",Process Washed,,,,,Varietal Various
307,Papua New Guinea YUS,Single Origins,Chocolaty & Sweet,19.0,12.0,340.1942774959533,12.0,A classic expression of Papua New Guinea with hints of Brown Sugar and Nut,Conservation is king in this region focused on sustainable farming. This coffee grows side-by-side with endangered animals—but safe to say it tastes amazing.,Caffe Vita,"Seattle, WA",Medium Roast,"Caffe Vita has been working hand in hand with farmers to improve quality and bring this amazing coffee to market. Here, the land is ideally suited for cultivation with its altitude, rich organic soil, heirloom varietals and tropical climate. It’s an honor and privilege to roast this remarkable coffee and share in creating a better future for their families and the conservation of their land.",Process Washed,Sub Region Huon Peninsula,Harvest Time May-August,Elevation 1200 - 1500,,Varietal Typica Bourbon St Raymond
308,Carmela's,Blends,Sweet & Smooth,15.25,12.0,340.1942774959533,12.0,A traditional base with hints of Brown Sugar and Milk Chocolate,"After breakfast, we try not to think about breakfast. So we want coffee not to remind us of it. Like one: smooth and balanced, and works no matter the hour.",DOMA,"Post Falls, ID",Medium Roast,"Carmela's has aromas of brown sugar and almond, dark chocolate flavors, aftertastes of caramel, a mild acidity, smooth body and a balanced sweetness. This is the perfect coffee for anytime of day. We've been enjoying this blend as drip or with a French Press lately, but that's not to say it wouldn't make a killer espresso, because it does.",Process Washed Natural/Dry Processed,,,,,Varietal Brasil - Bourbon Mundo Novo. Colombia - Caturra Castillo Typica. Guatemala - Pache Caturra.
312,Burundi - Nkonge Natural,Single Origins,Fruity & Crisp,14.0,8.0,226.79618499730225,8.0,"Packed with bold notes of Berry Fruit, Brown Sugar and Ripe Fruit","With their drying equipment held hostage at customs and refusing to pay a bribe, they dried this coffee the natural way instead. The result: dark red fruit sweetness, tart acidity and a lingering, creamy mouthfeel.",Airship,"Bentonville, AR",Light Roast,"Airship Coffee is proud to partner with the Long Miles Coffee Project in Burundi. Year after year, the team at Long Miles aids to produce amazing coffee out of Burundi, as well as some truly beautiful stories. This coffee is no different.",Process Natural/Dry Processed,,,Elevation 1900 - 2100,Producer Long Miles Coffee Project ,Varietal Bourbon
313,La Bicicletta Organic Blend,Blends,Comforting & Rich,16.45,12.0,340.1942774959533,12.0,Nostalgic with hints of Tropical Fruit and Milk Chocolate,"Great coffee any time of day, and perfect with a dash of milk. Chocolate and fruit flavors are balanced with a mild acidity.",DOMA,"Post Falls, ID",Medium-Dark Roast,"We created this blend a number of years ago to help support women’s cycling and it has been a big hit. 50 cents (not the music guy) from each bag sold goes to help fund cycling projects around the region. We think this is pretty great. The best part is that the coffee tastes fantastic. Great coffee any time of day, holds up nicely with a splash of cream. Malt, chocolate and fruit flavors, aftertastes of earth, a mild acidity and a mellow sweetness.",,,,,,Varietal Caturra Timtim Heirloom
